637000949767303624,1,0.02,0.366493,7.52788,7.809527,0,0,0,0,0,0
637000949767303624,1,0.04,0.366493,7.386616,7.809527,0,0,0,0,0,0
637000949767303624,1,0.06,0.366493,7.241428,7.809527,0,0,0,0,0,0
637000949767303624,1,0.08,-0.6839535,7.092316,7.56185,0,0,0,0,0,0
637000949767303624,1,0.09999999,-0.6859949,7.103104,7.561771,0,0,0,0,0,0
637000949767303624,1,0.12,-0.6863687,7.105268,7.561757,0,0,0,0,0,0
637000949767303624,1,0.14,-1.734397,7.1057,7.314171,0,0,0,0,0,0
637000949767303624,1,0.16,-1.734398,7.101775,7.314171,0,0,0,0,0,0
637000949767303624,1,0.18,-1.734398,7.100355,7.314171,0,0,0,0,0,0
637000949767303624,1,0.2,-3.835281,7.100071,6.818822,0,0,0,0,0,0
637000949767303624,1,0.22,-3.835281,7.100014,6.818822,0,0,0,0,0,0
637000949767303624,1,0.24,-3.835281,7.100003,6.818822,0,0,0,0,0,0
637000949767303624,1,0.26,-3.835281,7.1,6.818822,0,0,0,0,0,0
637000949767303624,1,0.28,-5.93617,7.1,6.323445,0,0,0,0,0,0
637000949767303624,1,0.3,-5.93617,7.1,6.323445,0,0,0,0,0,0
637000949767303624,1,0.32,-5.93617,7.1,6.323445,0,0,0,0,0,0
637000949767303624,1,0.34,-5.93617,7.1,6.323445,0,0,0,0,0,0
637000949767303624,1,0.36,-8.562289,7.1,5.70423,0,0,0,0,0,0
637000949767303624,1,0.38,-8.562289,7.1,5.704231,0,0,0,0,0,0
637000949767303624,1,0.4,-8.562289,7.1,5.704231,0,0,0,0,0,0
637000949767303624,1,0.42,-8.562289,7.1,5.704231,0,0,0,0,0,0
637000949767303624,1,0.4400001,-11.1884,7.1,5.08501,0,0,0,0,0,0
637000949767303624,1,0.4600001,-11.1884,7.1,5.08501,0,0,0,0,0,0
637000949767303624,1,0.4800001,-11.1884,7.1,5.08501,0,0,0,0,0,0
637000949767303624,1,0.5000001,-11.1884,7.1,5.08501,0,0,0,0,0,0
637000949767303624,1,0.52,-11.23893,7.1,5.073092,0,0,0,0,0,0
637000949767303624,1,0.54,-11.23893,7.1,5.073092,0,0,0,0,0,0
637000949767303624,1,0.56,-11.23893,7.1,5.073092,0,0,0,0,0,0
637000949767303624,1,0.58,-11.23893,7.1,5.073092,0,0,0,0,0,0
637000949767303624,1,0.6,-11.23893,7.1,5.073092,0,0,0,0,0,0
637000949767303624,1,0.6199999,-11.23893,7.1,5.073092,0,0,0,0,0,0
637000949767303624,1,0.6399999,-9.631292,7.1,5.002756,0,0,0,0,0,0
637000949767303624,1,0.6599999,-9.631292,7.1,5.002756,0,0,0,0,0,0
637000949767303624,1,0.6799999,-9.631292,7.1,5.002756,0,0,0,0,0,0
637000949767303624,1,0.6999999,-7.487774,7.1,4.908981,0,0,0,0,0,0
637000949767303624,1,0.7199998,-7.487775,7.1,4.908981,0,0,0,0,0,0
637000949767303624,1,0.7399998,-7.487776,7.1,4.908981,0,0,0,0,0,0
637000949767303624,1,0.7599998,-7.487778,7.1,4.908981,0,0,0,0,0,0
637000949767303624,1,0.7799998,-5.344247,7.1,4.815202,0,0,0,0,0,0
637000949767303624,1,0.7999998,-5.344248,7.1,4.815202,0,0,0,0,0,0
637000949767303624,1,0.8199998,-5.344248,7.1,4.815202,0,0,0,0,0,0
637000949767303624,1,0.8399997,-5.344248,7.1,4.815202,0,0,0,0,0,0
637000949767303624,1,0.8599997,-5.344248,7.1,4.815202,0,0,0,0,0,0
637000949767303624,1,0.8799997,-2.664848,7.1,4.697987,0,0,0,0,0,0
637000949767303624,1,0.8999997,-2.664848,7.1,4.697987,0,0,0,0,0,0
637000949767303624,1,0.9199997,-2.664848,7.1,4.697987,0,0,0,0,0,0
637000949767303624,1,0.9399996,-2.664848,7.1,4.697987,0,0,0,0,0,0
637000949767303624,1,0.9599996,-2.664848,7.1,4.697987,0,0,0,0,0,0
637000949767303624,1,0.9799996,1.086306,7.1,4.533874,0,0,0,0,0,0
637000949767303624,1,0.9999996,1.086306,7.099999,4.533874,0,0,0,0,0,0
637000949767303624,1,1.02,1.086306,7.099999,4.533874,0,0,0,0,0,0
637000949767303624,1,1.04,1.086306,7.099999,4.533874,0,0,0,0,0,0
637000949767303624,1,1.06,3.765712,7.099999,4.416659,0,0,0,0,0,0
637000949767303624,1,1.08,3.765712,7.1,4.416659,0,0,0,0,0,0
637000949767303624,1,1.1,3.765712,7.1,4.416659,0,0,0,0,0,0
637000949767303624,1,1.12,3.765712,7.1,4.416659,0,0,0,0,0,0
637000949767303624,1,1.14,5.909231,7.1,4.322873,0,0,0,0,0,0
637000949767303624,1,1.159999,5.909232,7.1,4.322873,0,0,0,0,0,0
637000949767303624,1,1.179999,5.909233,7.1,4.322873,0,0,0,0,0,0
637000949767303624,1,1.199999,5.909234,7.1,4.322873,0,0,0,0,0,0
